Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.............28.....7.39...3..9.4.7...1.....96.....3.2..9...6...8...7...2..4869.3,24,48,9,0,0,0,0,0,0,Easy,
2.9.6.5......3.....5.......6.......1.8495...6.1...28......9.3.21638....9...5.....,25,40,15,1,0,0,0,1,0,Expert,
......1.56.9..8...2.71...36.....6.2....2....382..5..........9.....6.9..7.3...7.58,25,39,17,0,0,0,0,0,0,Easy,
.4963....5.7.......2....5...1......5....9.43.95.1.4..64....2..3......2...653.....,25,34,22,1,0,1,0,0,0,Intermediate,
....64.............48..27...92718..4..59.....6....528.....8..2..21.9.4........1.7,26,44,10,0,0,0,0,1,0,Expert,
..68...1.3.7.........1...498....75....138...45.9.4...1...........8...476.34......,25,51,5,0,0,0,0,0,0,Easy,
.3....1....43..98..812...7..1.4.9....4...361..2.76..9...7..........76.2....9.2...,27,43,11,0,0,0,0,0,0,Easy,
......38..3......1..8....74...9......7...51.3...3..7...53.8......2.4..98.87.1.4.2,26,50,11,5,1,1,0,3,2,Expert,
..7..3..........9542..8.....7514...8.31......8.........8..3...15...74.8.....5..32,25,40,14,2,1,1,0,2,0,Expert,
.7..6......3.82.6.4..........789..252...74..8......7.......38....86.75.43...2....,26,47,7,3,0,2,1,1,0,Expert,
......3.....3..24881........5943...22.87.1.5....92.4........1...37.9......2..78..,27,31,23,0,0,0,0,0,0,Easy,
9.357..61.7.8..3.......9.....51..7..3.........41.......8735....4...91..55........,25,53,3,0,0,0,0,0,0,Easy,
...6..8..8.......776.2......35..8.....63...1.....21.....38..5....7..4...61....34.,24,73,25,9,2,3,1,12,16,Expert,
.9.3..28.78.....3...6..85....9.32......1........9.6..76...7...3..5..3.....721....,25,41,15,0,0,0,0,0,0,Easy,
..1...58.5.....4.....4...61.5......26.43......8.....17.387..2..1........4.256....,25,52,4,0,0,0,0,0,0,Easy,
6.7...4...5.3...61.82.5..3...6.8.....735..8............6.....4......2....4....657,24,41,16,3,2,0,0,0,0,Intermediate,
...4..61....76..89....8.45...98..7.....63....87..1.....57.......1..5....4.6......,24,44,13,4,0,0,0,0,0,Intermediate,
..2.9.7.519..4..3.6..7...4.9...326....1....2..251..3..7..........3.........62....,25,56,0,0,0,0,0,0,0,Simple,
.............4.....825.3.6..6...8...2.1.7........523.1..3..71.4..6....72.75..163.,27,36,16,3,1,0,1,2,0,Expert,
.16........9..3.7......7..4....9...8.5.....36.....4...8..3..6.54......97.65..914.,25,49,7,0,0,0,0,0,0,Easy,
7.....1....15..23..5.2.9..656...........374.........194..1.69..1.........23......,24,33,24,0,0,0,0,0,0,Easy,
...6..74.....13..2........9.8...16.71...3....6.94.7.2..31......9.7.....442.......,25,48,8,4,0,0,0,0,0,Intermediate,
5.43.8.2....42.1....21..6...98..63...4...589.12.8...6...6....1..8.............5..,27,55,11,3,0,0,0,2,2,Expert,
63..........29..7....7.6.53..23...9.5.3..4..7.6.....4....5...2.7...4...91........,24,37,19,1,0,1,0,1,0,Expert,
6...25.8..2....15...9.......4.....1.......9.....3...64.921...46.84..3.....6...2.3,25,39,17,0,0,0,0,0,0,Easy,
.4.3.9...7.....8..5214.7..........7221.9....54.581..3.3...........52..........9..,25,53,3,0,0,0,0,0,0,Easy,
.3.1.....8.........2......4.54.87..3.1...427......3.....5...7...7.4.2.16..8...4.2,25,32,24,0,0,0,0,0,0,Easy,
.9......1..41.938...68352..23.45.......9...1..6...2.................8.69...2.18..,26,42,13,0,0,0,0,0,0,Easy,
....62..4..9.5.........1.6.6...13...9...2.1.6.5........2..35.4.....4.25.1.....8.3,25,55,16,3,0,2,0,3,2,Expert,
..7.3.9...8.2.9..3.......753..5.8.622..3..7...6..4........2.....5..8...6.48......,25,41,15,0,1,2,1,0,0,Intermediate,
..........241......31..87..54....9..9.75..3.....4.72....9..3..21.3..........7..8.,24,43,14,0,0,0,0,0,0,Easy,
..9.....5.6..7.23.8..2.61...3...25.6.9..5.7....76...9.........1.7.....2....3..65.,26,60,15,4,1,0,1,4,6,Expert,
.52....3.7..8.....38.........6.87..3....2..........569..9....1.5..1..298.6.....75,25,45,11,1,0,0,0,0,0,Intermediate,
.6.1...4..4.8.5.73....93..8....3....6.......71..9.....9.8.5..6....7..8...7..1...4,25,41,15,0,0,0,0,0,0,Easy,
.......4.35..2..69.974...1354........169.........3.........1..6.......7...2.5.39.,24,35,21,0,1,2,0,1,0,Expert,
.9...87..4.5.....1.2..3..9..7.12.5.4..........82....3.....7.......95.2.....2....9,23,52,6,0,0,0,0,0,0,Easy,
......3..5.7.....421.53..6..4.....7..92....467.3..6..2..926......5.4....16.......,26,39,15,0,0,1,0,1,0,Expert,
..3821....6.........8..6125.9.56..........31..........3.....5..2...8...9.75....6.,23,38,20,0,0,0,0,0,0,Easy,
..8.5...2.4.....7...3.2.8.6.5.38.....8.........6..........327....48..6..1...7.5.4,24,26,31,0,0,1,0,0,0,Intermediate,
7....9.5..........925.6.......81.76..6...5.4....64.5.22.9...1....64....9.1.7.....,26,48,7,0,0,0,0,0,0,Easy,
...5.4...18.9...............47..........7.35...3.6..8..9.185.76.56..7..9.1.......,24,41,16,0,0,0,0,0,0,Easy,
......18.5..6.3...2...4...5.....7.1.....5.7..6...3.5.4.....1....8..6......13..2.6,23,39,19,1,0,0,0,0,0,Intermediate,
.8...12.7..28..5..9..5.....594......1.8.25...2..79....8.....4......3.1....3....52,26,45,10,2,0,1,0,0,0,Intermediate,
.....8....812.....5.2.......29...1...541.39.8..3...62.....4.8.1.16.....5....5.36.,27,44,7,1,0,1,0,3,0,Expert,
....91..........4.........8.1.....24..4.178...6284..17..7..2.8..9...8.5.1..5..9..,26,36,19,1,0,0,0,0,0,Intermediate,
.2..64....4...75...8.1.......4..5.2.....43....3.7....4...8...37.183......67.....2,25,63,23,0,1,0,0,7,10,Expert,
....4.3...8435......3.76.18.......5.64...1.....9...1.3.6..84.........58........96,25,27,29,0,0,0,0,0,0,Easy,
.2....9.6...2.4........732...5....1..4.9..........35.......1..59..7..16...7.4....,22,46,13,1,0,1,0,0,0,Intermediate,
7..9.8.32....3...6.....64...........5.247...8..8...5.4.4.3....7.3...2..9..65.....,25,37,19,0,0,0,0,0,0,Easy,
5..98.2.4..9......6..7...5.7............95..1..2.......5..1.8.9..7..6...48....1..,23,49,9,2,0,2,0,0,0,Intermediate,
7.3.....5.2..4.7....19..63...65.3....1....4....54....3...2...7.63.....1.......2.4,25,37,16,2,0,1,1,3,0,Expert,
.615..2.93.2..61..9.4..3..........61.3.6...7..4.7.13.27....4......3.........1.62.,28,47,19,0,0,0,0,2,2,Expert,
.7..2.4.......61...41.8.5.....6...4..6.89....8...54......1..8.95.8...7.6..2......,25,39,17,0,0,0,0,0,0,Easy,
..4.......768..3.9.......8.........158..1..9.9..7.8..5.....6...7......34.6.19.5.8,25,95,18,5,1,0,1,10,12,Expert,
1945..............3.5.7...1.....61.94....5.38...78.5..849.6...556......7..7.....6,28,45,14,0,0,2,0,3,2,Expert,
.597.....1....9....2.....8.3.....1.79......53.62.35.9.....632...8.........6.2..7.,25,41,12,2,1,2,0,3,0,Expert,
682...4.331.....8......26......8....9.5....6.8....43.1.....65...9.....4.....53..9,25,43,13,0,0,0,0,0,0,Easy,
....6.....98......734......869..43..2.3.........1........8.79......4371...2..1.83,25,61,20,2,1,0,0,5,6,Expert,
.8..2...9..719.4.....7......61..7.5...2.4..8..4.961.7............8....1.....768..,25,36,20,1,0,0,0,0,0,Intermediate,
5.7.693.1.3.2..9....6......1.....7.67...8.5.3..9.731.8.............9.......5312..,27,44,10,2,0,0,0,0,0,Intermediate,
....26......51....2..7.3...1..8..7..73......665...78.....2...5..1...83..97..51.2.,27,41,13,4,0,0,0,0,0,Intermediate,
9..1.86.2........9.5.....7........5.4.......6.....4...8..5...6..948.21..51.6.9..4,25,46,10,0,0,0,0,0,0,Easy,
6.........5....3.....681.9....5......7........19....5873..15.6..9.26...7.2..9.1..,25,41,15,0,0,0,0,0,0,Easy,
6..1923....97.5.4.....3..6.....27..9.3.6..17.5..4..................7....962.1....,25,49,7,3,0,0,0,0,0,Intermediate,
.....6..7......8...94....35.3...4....7....653..8...2.....9..3..3...75.2.7..48..96,26,38,17,0,0,0,0,0,0,Easy,
.7...4.....8...3.....8.15.4....4.8...2....7.34..387..13...1........5.92....2.8..5,26,31,24,0,0,0,0,0,0,Easy,
..........81....9...47...1.1....35....9....4..3521....9.248....84.5.7..2...3....9,26,54,1,0,0,0,0,0,0,Easy,
3.4.........4..5.8.7.2.......2.49..1.18..27...4....8....15.82........35...57.....,25,40,16,0,0,0,0,0,0,Easy,
4..51........72.........1.8..4....1..76..5.921.29..7.56.8.5.4......6...7.....42..,27,41,12,3,0,1,0,1,0,Expert,
79...2.....2419...5....3.2..8..........9.7..39.7.5.8....1.2.....791....445.......,26,45,10,0,0,0,0,0,0,Easy,
7...8......521.7..2..95.13........5..4.8.1.9.8.........9.....4.328..49.......2.1.,26,190,32,2,3,3,0,24,40,Expert,
...815...5...2.4.6.....6...6...478...2..6.1..47.1....3.6..3..5.2.85....1.........,26,63,16,2,1,2,0,5,4,Expert,
...3...6.98.75..34..5...7.....86..1...14..589....9.3...3.1...4..........4...3.9..,26,39,15,1,0,0,0,1,0,Expert,
..43.1..976.4.....2......5......9.........2163.6.27..5..7...3.2...9....1......47.,25,47,9,1,0,0,0,0,0,Intermediate,
2....3.6.....8...........847...4..3....83.6....56.....17.2...5.3..4.68....8....7.,24,34,21,3,1,1,1,2,0,Expert,
2.....63...9............729..632....45.8...9.3.74......8........3.2...6496....357,27,41,13,0,0,0,0,0,0,Easy,
.465.3..8..7....2.....2....1..2...67....4.......6.1....8..5723.7.....8.432.48.5.1,29,48,4,0,0,0,0,0,0,Easy,
..2.53............8...2.15.3..7.851.....4..32..6....8...35..427..4.8.........7...,25,41,15,0,0,0,0,0,0,Easy,
..92.....6.....91315...8...738.....99......6......328..7..6...5..3..5..1.61......,26,54,9,0,0,0,0,2,2,Expert,
6..8.25.7....1....3.7......5.328.6..2...71....61...7.....9.5...82..6.9...9.12....,28,44,9,0,0,0,0,0,0,Easy,
..9.846.256.....1...4......71..6..84.4.......9....576...8.5......7...1.929.....4.,27,56,8,1,0,0,0,2,2,Expert,
....9....6..3...8.....56..7..7.8..6.9.8....2....4..9..32..4...9....6..7..49.....3,24,28,29,0,0,0,0,0,0,Easy,
29.1....3.5..............4.62.4..85....6....1...9..6..5.1.96.....2...4..98...5.3.,25,44,12,0,0,0,0,0,0,Easy,
........1.4...958.8.1..543...8..4...........8.9.....5.5...9..177891...6.....63...,26,44,11,0,0,0,0,0,0,Easy,
3...8..4...129.8.7.8...7...213........9..6..8....1........2..6.7.2.683...641.....,27,74,14,1,2,2,0,5,4,Expert,
.18..7........8.63.935.27..............95.312.5..316......7.235............8...97,27,46,8,0,0,0,0,0,0,Easy,
...83...75....7.8..2.....19..15...6.9...7.1....86.35..6..............9..735......,24,50,7,0,0,0,0,0,0,Easy,
..6..1...4...92..1.9.6.4....7.......1.....743.39...1.5.6.52......21.....7...6..3.,26,41,14,0,0,0,0,0,0,Easy,
...4....18..........46.3...3..1...2...93....4.78..9..3.3...216.9.6.....8......4.7,25,113,15,3,0,1,1,10,16,Expert,
.....4.7...769....9......65.2.....536357...2............6..3..4.4..8.....5....93.,24,41,14,2,0,1,1,2,0,Expert,
......7......638.1...1.754...7............4.8.3.945...1..386..5........79.5...6..,25,52,14,0,1,0,0,2,2,Expert,
.....9.......8.6.....547..9..143......8..6.1..79.....3..68.3.45.1..........16.37.,26,68,9,0,1,5,0,3,2,Expert,
.2.7..1....1.6..8.8.45...7.9....8.2..16.9..4........6..8..7....6....25..7........,24,44,13,0,0,0,0,0,0,Easy,
..1.5.......8...6464..9...825....1.......78.9..6.....58....9..2.67........4..8...,24,57,0,0,0,0,0,0,0,Simple,
..36..91..9...5..6...4....21..8......69.241...85..6.....49.32...3.5.1.8..........,27,61,17,2,1,2,1,2,2,Expert,
2....6....4615.98....9.8.3......3......68...28......1..5.32..6...9.....3....15.4.,26,42,13,0,0,0,0,0,0,Easy,
..85..9..796....3......2.....92.8.7.8...57..31.5.9.82.........9...8..65.3........,26,36,18,2,0,1,0,1,0,Expert,
3....49..7.........95......1....254....4..3..43..972...4......82.38.....91..53...,26,41,14,0,0,0,0,0,0,Easy,
.1.8..3.5..8..6.....43....7.9......4.51.......3....1......3.5.....6.9.7.1....743.,24,51,6,0,0,0,0,0,0,Easy,
..357....62.9....5..92.41.7..24...9........53......4.6.........49...1.6....3....4,25,42,14,1,0,0,0,0,0,Intermediate,
1.......9.26....847.9.48..........4....3..86......7..24...61....1...962..7.2.....,25,43,13,0,0,0,0,0,0,Easy,
.9.18....7.5..41..1..3..9.65..........75..8....1648..33.9....1.......4..6.....5..,26,53,2,0,0,0,0,0,0,Easy,
5...6........5.1.867.......7....84..1..5..29.94..7..1...........2......48...925..,24,42,15,0,0,0,0,0,0,Easy,
76.......8...47...4.9.6317......9614............3....8..8.36....12.......9..82.4.,26,38,17,1,0,0,0,0,0,Intermediate,
......9....987...............89..6....51..2.7...6...313...1..2.9.725..6..81..37..,26,52,3,0,0,0,0,0,0,Easy,
72....1...4....32.3.1......29.7.1...6.48.29...7....8...3.1.47...6...8........72..,27,34,20,0,0,0,0,0,0,Easy,
......9......4.3.15.721.....6.1.25.3....59......6..19.....2...7..53.42..1......36,27,36,17,1,1,0,0,1,0,Expert,
.1.....74..46.2.....7...2...2.....1.....35.....58...4...1.2...54.85.1....3..4....,24,31,26,0,0,0,0,0,0,Easy,
87.......3.42...86...8.4..37.......8.91..2.7......1.4.2...........4.6..91.37.....,25,48,8,1,0,0,0,0,0,Intermediate,
9.1...437.....4...6.....9.....4..15.5..2....4.6.....9...51...2....9..5....4.67...,24,32,24,0,1,0,0,1,0,Expert,
...3..........421.72......9.84.9..7..9....5.8.3...2....728.3.....3....4..5....1..,24,32,25,0,0,0,0,0,0,Easy,
2...6...141.2.....5...873.....6.....3.28.5..7.6.4..15.....5...4..7...6...........,24,54,3,0,0,0,0,0,0,Easy,
.6....8.7...4..3..3.7.....2....54....712...468..71.......62.....481.......2..7...,25,39,17,0,0,0,0,0,0,Easy,
..7.....4.....57..42173..6..3..4..7..192........5....23.......6..4.....3..2.6.14.,26,30,25,1,0,2,0,0,0,Intermediate,
9......36...28..1...8.1.4..64....92...1...........46.8..64...85...598....2......4,26,51,21,2,0,1,0,4,2,Expert,
...6.....93.....8..81...32.32..819.........3.........1..6....9..1.5.6....7.92....,23,33,22,1,0,1,1,3,0,Expert,
...76.9....1....57......6...162..3..43.1...7.7...9..1..45.1.........21....9....45,26,46,9,0,0,0,0,0,0,Easy,
.81.....7..9....1......95.....5.....35..6...1..72.8....3..7...2.......8.26..1.9..,23,39,19,0,0,0,0,0,0,Easy,
4.........1.3..24.......1.6265.1.9...7...6......7..5......4..7...3.9...1..465....,24,27,30,0,0,0,0,0,0,Easy,
..5..96....4....8......3.2.4.821......3....5..1...68..6..3..54......23......94..2,25,115,19,5,0,2,0,10,14,Expert,
..............83.74.....6.8.78..4..99.......41.68.5.....7.41.9...5.....36...5....,24,49,8,0,0,0,0,0,0,Easy,
6....7.5..836.1.9.....5....9...3..7..3.8....6.4........5....96...6....17..8.4...5,25,40,15,1,0,1,0,1,0,Expert,
17.5....8.3...8.6..24.....5......7.3.1.6...4...724...1...8.3.2..4..2.............,24,34,22,2,0,2,0,1,0,Expert,
..1..3......8..91.3..9.7..8..4.3..8........7.71..6.........97..4.2..6....6...439.,25,39,17,0,0,0,0,0,0,Easy,
..98.2.5..4.5....9.....3..1.......87...2...3.47.....2.3............1...28....74..,22,41,18,0,0,0,0,0,0,Easy,
5.48.9..1.6.......98.1.2..3......65....5.8.2.........8.....6..9..5......42..3.1..,24,41,16,0,0,0,0,0,0,Easy,
19......8....21...2..9..36...2.....6.84..31.......59.2..3.........85.......1.65..,24,42,15,3,0,0,0,0,0,Intermediate,
7..6......594..7.2..1..5....15...92......45...4.......56....2.9....9..4..94..163.,27,35,19,0,0,0,0,0,0,Easy,
2..9...139...4..27...5......34.2..5...5.....17.9..13.........9..7......2....3.48.,25,41,15,1,0,0,0,0,0,Intermediate,
8.....3.....7..6.........217...3.1.663.....7..926....3..8......3.194.7......7.4.2,26,39,16,1,0,0,0,0,0,Intermediate,
.....9..7...1....8..35.....7.....6.5.2..658.....39....2....39..6...7......96..12.,24,37,20,0,0,0,0,0,0,Easy,
.18.36...523..7.9...........7.81......1..5.......7.8......5.9..3562..71.9..6.....,26,39,15,3,0,1,2,1,0,Expert,
.7..4...6.1..9.7.59.46....1.....1.8........5.2.845.1....2.1....53....9.......9...,25,51,5,0,0,0,0,0,0,Easy,
.95.....73.75..1.4....38.5....4...9.1..........4......7...9...12....78..8...145..,25,37,19,0,0,0,0,0,0,Easy,
..8..16.5..29.5.........38.......81..2......4.46.18.....4..3.2........36..5.4...1,25,52,4,1,0,0,0,0,0,Intermediate,
986.341.2...9.....4.18267..17...2..3..2.1.4.............46.8...8........2.7...6..,28,45,7,3,0,0,1,1,0,Expert,
.7..3.1.9..8..157...5...6.464............7.....1..9....8.6..3..714..3......195...,26,40,15,3,0,0,0,0,0,Intermediate,
..1.3.......1....73.6..5...29..4..5..64.59.....5.....65..7.1..2....9..6..42......,25,63,14,3,1,3,2,3,2,Expert,
7........5.9.......4..7.1...1.5........48...32.....98..23.4.8......31...9.5..7...,23,50,8,0,0,0,0,0,0,Easy,
1..63...8....8.13......54.9.......7.......391..5.78....6..57...4....95..7....3.4.,26,32,23,1,0,0,0,0,0,Intermediate,
..........26..19...5148..7.2...........7....6......149.8..4..61.9...6528.7.......,25,49,7,0,0,0,0,0,0,Easy,
.1....8..932............5...7.1..4.2824............9.....31.7....394..15...5283.4,27,46,8,0,0,0,0,0,0,Easy,
.79.........6..8.3.2.......9.2.1.6....1.8.7.55...9.........3..6.5.8.....8..1..5..,23,56,15,1,1,5,0,2,2,Expert,
..9...5..6.8......5...91..6...17.4..2..6......46.5.....6..4..5.8..9...7.157.2....,26,40,14,0,0,1,0,1,0,Expert,
........5.83...4..6..........63.2....5.68..3...1.5..96..486..532..1.5.8......3.4.,27,48,22,1,0,0,0,2,2,Expert,
.6..7..4.5..2..7.9.7..6.2.32...963.7..754...6.3.........8...9..........4659......,27,27,27,0,0,0,0,0,0,Easy,
.5.7.2.9..91..85..7.....8........4.3.......2..2...1..8.394.....5......3.8..3.92..,25,38,18,2,1,0,0,0,0,Intermediate,
7.9..4...3....5......1.2..5.7...9...584........2.........4...1.8...2395..3..7.2.8,25,52,4,1,0,0,0,0,0,Intermediate,
56....71....4..8....7...69.8.52........81..6..9.......4.9....8.152.7...........5.,24,61,24,1,2,6,0,5,6,Expert,
.2...546.157...3..6..31..7...9.3.6......67.3.2..19..4..4.....5.7.3........2......,27,47,7,0,0,0,0,0,0,Easy,
.75.8.9....8....4564..19.8...6..5.9.42........51...4..8....6....1.............25.,25,43,13,0,0,0,0,0,0,Easy,
.....17......6...9..3.5..2.9.1.....7.38..96..6.2.1.5......8796.....9.832........5,27,34,20,0,0,0,0,0,0,Easy,
..5.....9.6...84.....91..2....56..........1.8..1....961.7.9.2......847....41...5.,25,38,18,0,0,0,0,0,0,Easy,
.9..31.2..8......52........93.8....48...1......1.9.5.....2...465...631.9.4...8...,26,40,14,0,0,0,0,1,0,Expert,
7.......9.3..6..25..92..83...36..4.....8.5....94.27.......7..8..7.........6.83...,25,45,14,1,0,1,0,2,2,Expert,
..1...3......8.6.5..63.9.243.9.5........2....8456......9.....3..5.9.4...6....8...,25,43,13,2,1,0,0,0,0,Intermediate,
.5.......8.....1.7.......232....3895....7....5..8...3..7...5..9.4..89...3...4..7.,24,33,24,1,0,0,0,0,0,Intermediate,
3...............87..9.75.4......49..1.5...6..8..35.....3.6.7....4.........1.935..,23,38,20,0,0,0,0,0,0,Easy,
8..........1..6.375...1..48.....34.1....7.36...568.......9.8.1....56..9...81.7..3,28,36,17,0,0,0,0,0,0,Easy,
..12.6..4.2.87.6.1..7.4...8..4.9....97........1....4..6.2..71.5....59.....8...7..,27,43,11,0,0,0,0,0,0,Easy,
1...7.39...5.....7.27.1...8.....2..6.....312..........5317..2..29....6...78.2....,26,52,3,0,0,0,0,0,0,Easy,
.14....5..89...273...3....8....9...5.4...739...3.......719...3..2.........8..1.4.,25,46,10,0,0,0,0,0,0,Easy,
......8......1...4683...5...61..4..8.9...7.5.8..6.93...7.3..1.............4....93,24,49,8,0,2,3,1,0,0,Intermediate,
2...4.1.6....5...4...7.2....76....8....8..9.51....9.....4.91...6.......7.....4..8,23,43,15,1,0,0,0,0,0,Intermediate,
8..39............69.4.....8...87.53.4....5.1..7....6.....4..1..6.3.1.9...89...4..,25,42,14,0,0,0,0,0,0,Easy,
.2..6.79....2..68..489......7.......9...5...11..........264.....5...2.1.7.98....5,25,43,13,0,0,0,0,0,0,Easy,
2.1.....55.4....1...8.4................1.6..98.2..75..7.5.2.48....7...5.......6..,23,55,14,0,2,7,1,5,2,Expert,
....47.........8......6..594....9..6.364......5..3.2....8...7.....7...8..9..2534.,24,38,19,0,0,0,0,0,0,Easy,
.7.......4.6......8..42........8..9....279..63.5...8..2...43..5...5...7..48...3..,24,43,14,0,0,0,0,0,0,Easy,
1.5...3.......87..9.3..5.....1.8..2.....6.95..3..52...3..6....8.28...6.7........9,25,44,11,2,0,1,0,1,0,Expert,
1.287.46....2....58....49.74.51..2..2....9.8......76....6......9.....7....8......,25,46,10,0,0,0,0,0,0,Easy,
8..6.927.1...38.9.3....2..59.....3.......38...6.....5..2...1.....537...8......7..,25,47,9,0,0,0,0,0,0,Easy,
4....9.6..9..6.2.8..1.2.7......9..3...8.....7......9.2.2.......3..41.8.66..37....,25,39,15,2,1,3,0,2,0,Expert,
6.........2..8......9..3....5.....2...4..9.83.67.2.5.......64.......879...894..3.,24,54,3,0,0,0,0,0,0,Easy,
....7..8.....5.2...8..6..9...29..83..71.......9.5...6.5..6..9..8.........2.19...5,24,41,16,0,0,5,0,0,0,Intermediate,
..81.....72....6..6...3.8.52.6.4......7..3....156.......3..45..4...65.1.1..2.....,26,37,18,0,0,0,0,0,0,Easy,
...2...18..1..6.9.72.....6.2.5...........5...63.......5.6..73....78.96..3.....9.1,25,49,7,0,0,0,0,0,0,Easy,
......5.29.........2..6.3.8.8..........5...8.5.2..9....68.7....1.9826.7.7...3....,24,41,16,0,0,0,0,0,0,Easy,
...8.6..7.894....3.4.....9...6....5....3.46..19.6..47...1........4..8.1.5...3....,25,32,24,0,0,0,0,0,0,Easy,
.......6.......5.....92....6..1.7.9...4..2.5772.6..3....3....7..9..612...7..5...9,25,37,19,0,0,0,0,0,0,Easy,
.45...9......1.3..89...4..61.............6.4.7....8....8......96..7.3..5...4.9..1,23,103,15,1,1,1,0,12,20,Expert,
.9.1.7.....89....1......37.581.3.9.6....1..3..3...94..7498...............16......,25,41,14,1,2,2,1,4,2,Expert,
1....59.4.....1......9..7.6...5....1...346.7.5....2.......9.32..7....549.32......,25,42,14,0,0,0,0,0,0,Easy,
65...8......9..........7.2....275.8...7.8.......3..4..54..9...3..2.4.59.8.6.3...2,26,53,10,0,1,1,0,3,2,Expert,
......1.516..8.2.........4..9.4..82.....396....2..6.9.38..14.5..2......1.....83..,26,42,13,0,0,0,0,0,0,Easy,
.6.5..4..48.1.6.....5..............72......4.74....69.....95.6.1.7..4...52..7....,24,48,9,0,0,0,0,0,0,Easy,
1..2..........16..8..6.3.45.....2..6.3..4...1.5.8..3...4..5...........9....4.68..,23,35,23,0,0,0,0,0,0,Easy,
..8962.......157.84.1..8.......9..166..............4....95..1...56..92..1..2....4,26,41,14,3,0,0,0,0,0,Intermediate,
